experiment_name,input_window,output_window,pt_mult,sl_mult,kernel_size,epochs_run,batch_size,n_params,threshold,best_epoch,best_val_loss,train_majority_class,train_majority_accuracy,train_majority_balanced_accuracy,train_majority_f1,val_majority_class,val_majority_accuracy,val_majority_balanced_accuracy,val_majority_f1,test_majority_class,test_majority_accuracy,test_majority_balanced_accuracy,test_majority_f1,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1,test_auc
cnn_tb_binary_iw_5_ow_5_pt_3_sl_3,5,5,3.0,3.0,3,18,64,11287,0.5,8,0.3387927711009979,0,0.871874740012313,0.5,0.0,0,0.8934602946460654,0.5,0.0,0,0.8918838782716515,0.5,0.0,0.8719080184362469,0.5014149420189637,0.5206611570247934,0.003272642269031973,0.006504400794982319,0.5933179072275983,0.8936998442927296,0.5016193120195882,0.75,0.003372681281618887,0.006715165081141578,0.5544891778542108,0.8907517722849673,0.5018848862255972,0.26136363636363635,0.0057342308651209175,0.01122224932910466,0.5390181835542202
