epoch,loss_train_norm,loss_val_norm,mae_train_real,mae_val_real
1,0.6753503680229187,0.6826246976852417,0.005437808990699703,0.005502747084008674
2,0.6745420098304749,0.6812950968742371,0.005431976543151454,0.005491920828055483
3,0.6735684275627136,0.6803572177886963,0.005422767766664609,0.005484907763556306
4,0.6724833250045776,0.6787472367286682,0.0054108426382107645,0.005471854773554053
5,0.6711247563362122,0.6785895228385925,0.005400581361495619,0.0054701801186247045
6,0.6697258949279785,0.6780272722244263,0.005398836094155851,0.005465161155598782
7,0.6682348251342773,0.6773644685745239,0.005383524549049714,0.0054595139537313205
8,0.666639506816864,0.6770704984664917,0.005354609159070228,0.005456703892611811
9,0.6644698977470398,0.6742810010910034,0.005338941563905901,0.005434881031512179
10,0.6622686982154846,0.6734293699264526,0.005317558861774525,0.005426674012975948
11,0.6597737669944763,0.6708195805549622,0.0052997731801197375,0.0054065319364154886
12,0.657784104347229,0.6701080799102783,0.005282574517387149,0.005401626346850869
13,0.6550699472427368,0.6673727631568909,0.0052562143542065455,0.005378164885968533
14,0.6529495716094971,0.6643703579902649,0.005227710618033521,0.005352962403328013
15,0.6502983570098877,0.6623740792274475,0.005201200642834753,0.005337677339280906
16,0.6481587886810303,0.6635591387748718,0.005203469623516015,0.00534830991496602
17,0.6457579731941223,0.6600499749183655,0.005172724122561644,0.0053190249469702786
18,0.6440215706825256,0.6599433422088623,0.005165996378691667,0.005317788326517713
19,0.6418695449829102,0.660586416721344,0.005166852649152511,0.005325077900897429
20,0.6408124566078186,0.6572614908218384,0.005139116691000695,0.005297907221864976
21,0.6384929418563843,0.6570871472358704,0.005132460881151725,0.0052962069682147605
22,0.6373271346092224,0.6548805832862854,0.005124170080935922,0.005276100035334715
23,0.6376362442970276,0.6552157402038574,0.005110738401887564,0.005279831113840427
24,0.634391188621521,0.6542389392852783,0.0051149838420893184,0.005271339315439073
25,0.6339702606201172,0.6536104679107666,0.005098994573403176,0.005266708924967318
26,0.6328446865081787,0.6505599617958069,0.005083654138652874,0.00524231229425784
27,0.6311173439025879,0.651046872138977,0.00507215857651889,0.005247094414015063
28,0.6302739381790161,0.6491371989250183,0.005068070056683687,0.005230513808574721
29,0.6294151544570923,0.6458864212036133,0.005056160742978719,0.005203569187035432
30,0.6281366348266602,0.6475495100021362,0.005031096486703878,0.005217790687042646
31,0.6279526948928833,0.6483902335166931,0.005044517850879808,0.005224041406282523
32,0.6266892552375793,0.6461045742034912,0.0050286330464353836,0.0052061672188794235
33,0.6245625615119934,0.6445791721343994,0.005029471075744733,0.005195757880111893
34,0.6239060163497925,0.6412535309791565,0.004982805407435661,0.005168197575535041
35,0.6230090856552124,0.641502857208252,0.004987365388185558,0.005170528464153311
36,0.6222670078277588,0.6433247923851013,0.004997111193220173,0.005186289746083407
37,0.6218839287757874,0.638059139251709,0.004954889105291603,0.005139006951446822
38,0.6207890510559082,0.6364178657531738,0.004952692692447976,0.005127886787513573
39,0.6199795007705688,0.6351745128631592,0.004936291035662897,0.0051175957277581965
40,0.6201532483100891,0.634704053401947,0.00492984035718762,0.005112597770267529
