epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate
1,0.8665525317192078,0.48538675904273987,0.8258110880851746,0.5312274694442749,0.0010000000474974513
2,0.8195356726646423,0.4941857159137726,0.8210883140563965,0.5384938716888428,0.0010000000474974513
3,0.813434898853302,0.49640506505966187,0.8194002509117126,0.5390644073486328,0.0010000000474974513
4,0.8099730610847473,0.49616825580596924,0.8188077211380005,0.5382236242294312,0.0010000000474974513
5,0.8073089718818665,0.4959246814250946,0.8184823989868164,0.5378032922744751,0.0010000000474974513
6,0.8050642013549805,0.4982073903083801,0.8189716935157776,0.5376831889152527,0.0010000000474974513
7,0.8042455315589905,0.4992421865463257,0.818607747554779,0.5390943288803101,0.0010000000474974513
8,0.8034937381744385,0.5005507469177246,0.819169282913208,0.5394847989082336,0.0010000000474974513
9,0.8029803037643433,0.5015453696250916,0.8196465373039246,0.5388542413711548,0.0010000000474974513
10,0.8027422428131104,0.5002003312110901,0.8206075429916382,0.5393646359443665,0.0010000000474974513
11,0.8020983934402466,0.5027337074279785,0.82121342420578,0.5392745137214661,0.0010000000474974513
12,0.8017817139625549,0.5025900602340698,0.8219854235649109,0.538644015789032,0.0010000000474974513
13,0.8014215230941772,0.5031508803367615,0.8223592638969421,0.5388842225074768,0.0010000000474974513
14,0.8007931113243103,0.5028336644172668,0.8223118185997009,0.5395147204399109,0.0010000000474974513
15,0.8003982305526733,0.5031841993331909,0.8222754001617432,0.5397549867630005,0.0010000000474974513
16,0.8004453182220459,0.5039819478988647,0.8237370252609253,0.5393946766853333,0.0005000000237487257
17,0.8002786040306091,0.505734384059906,0.8221824169158936,0.5390043258666992,0.0005000000237487257
18,0.7997355461120605,0.5062352418899536,0.8212013840675354,0.5396949648857117,0.0005000000237487257
19,0.7995057702064514,0.5060181021690369,0.8202834129333496,0.5394246578216553,0.0005000000237487257
20,0.7992019057273865,0.5078672170639038,0.8200966119766235,0.5393646359443665,0.0005000000237487257
21,0.7989659905433655,0.5084513425827026,0.8199762105941772,0.5399351119995117,0.0005000000237487257
22,0.7985566854476929,0.5101534724235535,0.8199015855789185,0.5405057072639465,0.0005000000237487257
23,0.7981147170066833,0.5103271007537842,0.8197582960128784,0.5402953624725342,0.0005000000237487257
24,0.7979586720466614,0.5120928287506104,0.8199639916419983,0.5402353405952454,0.0005000000237487257
25,0.7972277998924255,0.5143389701843262,0.820260226726532,0.5373528599739075,0.0005000000237487257
26,0.7969589829444885,0.5168527364730835,0.8201116919517517,0.53447026014328,0.0002500000118743628
27,0.7965604066848755,0.517383337020874,0.8205493092536926,0.534019947052002,0.0002500000118743628
28,0.795977771282196,0.5201069116592407,0.8208776712417603,0.5330890417098999,0.0002500000118743628
29,0.7955518960952759,0.5216688513755798,0.8213716745376587,0.5310472846031189,0.0002500000118743628
30,0.7952804565429688,0.5219797492027283,0.8215978741645813,0.5291856527328491,0.0002500000118743628
31,0.7951162457466125,0.5227805972099304,0.8219063878059387,0.5248018503189087,0.0002500000118743628
32,0.7948055267333984,0.5241757035255432,0.8223368525505066,0.5223096013069153,0.0002500000118743628
33,0.7942299842834473,0.5254607796669006,0.8224927186965942,0.5230302810668945,0.0002500000118743628
34,0.793718159198761,0.5271597504615784,0.8228498697280884,0.5214388966560364,0.0002500000118743628
35,0.7937909364700317,0.5263617634773254,0.8231862783432007,0.5211385488510132,0.0002500000118743628
