experiment_name,input_window,output_window,conv_filters,n_conv_layers,kernel_size,dropout_rate,dense_units,learning_rate,epochs,batch_size,n_params,best_epoch,best_val_mae_real,final_val_mae_real,train_mae_real,val_mae_real,test_mae_real
cnn_1layer_peq_k2_do00,90,1,[16],1,2,0.0,4,0.0001,200,64,935,30,0.011463061022978985,0.011465058101609355,0.011558719582256882,0.011463064242411556,0.012311027809811468
