experiment_name,input_window,output_window,conv_filters,n_conv_layers,kernel_size,dropout_rate,dense_units,learning_rate,epochs,batch_size,n_params,best_epoch,best_val_mae_real,final_val_mae_real,train_mae_real,val_mae_real,test_mae_real
cnn_3layers_k2_do01,90,1,"[16, 32, 64]",3,2,0.1,16,0.0001,200,64,7399,133,0.011462263676344803,0.011462275560425778,0.01155873416734741,0.011462263676344805,0.012311196417168949
