experiment_name,input_window,output_window,kernel_size,epochs,batch_size,n_params,best_epoch,best_val_mae_real,final_val_mae_real,train_mae_real,val_mae_real,test_mae_real
cnn_iw_90_ow_30,90,30,3,315,64,9527,275,0.0016270836605844835,0.0016279911105760653,0.0016502739116497718,0.001627083660584483,0.0027923701319955076
