epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate
1,1.9642970561981201,0.4856407046318054,0.8509836792945862,0.525999903678894,0.0010000000474974513
2,1.4146910905838013,0.5000500082969666,0.8899921774864197,0.507846474647522,0.0010000000474974513
3,1.1357142925262451,0.49071863293647766,0.9049577713012695,0.49749448895454407,0.0010000000474974513
4,1.0493226051330566,0.48689180612564087,0.8996696472167969,0.49290362000465393,0.0010000000474974513
5,0.9972667694091797,0.4755052626132965,0.8862642645835876,0.47258979082107544,0.0010000000474974513
6,0.9662285447120667,0.46486252546310425,0.7932956218719482,0.5256999135017395,0.0010000000474974513
7,1.029390811920166,0.4520410895347595,0.874798595905304,0.4273112118244171,0.0010000000474974513
8,0.9350533485412598,0.4184916019439697,0.8748679161071777,0.40936776995658875,0.0010000000474974513
9,0.9002159237861633,0.41307345032691956,0.8770745396614075,0.41227832436561584,0.0010000000474974513
10,0.8726279735565186,0.4119192361831665,0.8757008910179138,0.41437870264053345,0.0010000000474974513
11,0.8562141060829163,0.4130501449108124,0.8753075003623962,0.41233834624290466,0.0010000000474974513
12,0.8439827561378479,0.4141576588153839,0.8807252645492554,0.41200828552246094,0.0010000000474974513
13,0.8073239922523499,0.41800788044929504,0.8728742599487305,0.420049786567688,0.0010000000474974513
14,0.7833284735679626,0.424903929233551,0.8574555516242981,0.4309718906879425,0.0010000000474974513
15,0.7521395683288574,0.43233054876327515,0.8295120000839233,0.4478350877761841,0.0010000000474974513
16,0.7526232004165649,0.43270403146743774,0.8594368100166321,0.443304181098938,0.0010000000474974513
17,0.7515367865562439,0.4447513818740845,0.8247305154800415,0.4629279375076294,0.0005000000237487257
18,0.6795479655265808,0.4589104950428009,0.7935860753059387,0.4772105813026428,0.0005000000237487257
19,0.6600501537322998,0.46708762645721436,0.7806280255317688,0.4856122136116028,0.0005000000237487257
20,0.6404241919517517,0.47137805819511414,0.7732816338539124,0.49014315009117126,0.0005000000237487257
21,0.6324599981307983,0.47439083456993103,0.7715014219284058,0.4905332028865814,0.0005000000237487257
22,0.6216365694999695,0.4752782881259918,0.7559047937393188,0.4946139454841614,0.0005000000237487257
23,0.5992475748062134,0.48103994131088257,0.737419843673706,0.5037957429885864,0.0005000000237487257
24,0.5876476168632507,0.4862045645713806,0.7352412939071655,0.502055287361145,0.0005000000237487257
25,0.5794945955276489,0.4855204224586487,0.7331691980361938,0.5002550482749939,0.0005000000237487257
26,0.575877845287323,0.48865994811058044,0.7292060256004333,0.507426381111145,0.0005000000237487257
27,0.5524368286132812,0.4901845455169678,0.7172234058380127,0.5065863132476807,0.0005000000237487257
28,0.5543108582496643,0.4909686744213104,0.7192798256874084,0.5033156275749207,0.0005000000237487257
29,0.5464191436767578,0.4931839108467102,0.7265779972076416,0.5070362687110901,0.0005000000237487257
30,0.5441544651985168,0.4898444414138794,0.7160354852676392,0.5064662098884583,0.0005000000237487257
31,0.529150664806366,0.49670353531837463,0.707363486289978,0.508566677570343,0.0005000000237487257
32,0.5227003693580627,0.4967339336872101,0.7066302299499512,0.5058960914611816,0.0005000000237487257
33,0.5236805081367493,0.49685385823249817,0.7121511101722717,0.5094667673110962,0.0005000000237487257
34,0.516741931438446,0.49906232953071594,0.7041828632354736,0.5109970569610596,0.0005000000237487257
35,0.5114160180091858,0.49945947527885437,0.7028257846832275,0.5082065463066101,0.0005000000237487257
36,0.5077975988388062,0.5004603862762451,0.7014480233192444,0.5109071135520935,0.0005000000237487257
37,0.5057913661003113,0.5007639527320862,0.7003066539764404,0.5085366368293762,0.0005000000237487257
