epoch,loss_train_norm,loss_val_norm,mae_train_real,mae_val_real
1,0.6919761300086975,0.6794115304946899,0.011556274625516482,0.011352330860399364
2,0.690839409828186,0.6793878674507141,0.01155619097142936,0.011351982083239403
3,0.6908392310142517,0.6793937683105469,0.011556056444888248,0.011352057814960284
4,0.6908379197120667,0.6793757677078247,0.011556122133766037,0.011351775534999326
5,0.6908294558525085,0.6793748736381531,0.011556069448602409,0.011351753296739365
6,0.6908313035964966,0.6793808341026306,0.01155606956967608,0.011351848838195839
7,0.6908349990844727,0.6793819665908813,0.011556010661465955,0.011351878214218387
8,0.6908298134803772,0.6793918013572693,0.011556153840596916,0.011352027619040982
9,0.6908290982246399,0.679408848285675,0.01155594001684005,0.011352292197872453
10,0.6908375024795532,0.6793971657752991,0.011556231427232874,0.01135209824340064
11,0.6908248662948608,0.6794331669807434,0.011556006779577063,0.011352640393569247
12,0.6908294558525085,0.6794174313545227,0.011555827775752476,0.011352429906050102
13,0.6908116936683655,0.6794044971466064,0.01155566210026887,0.011352228613852083
14,0.690794050693512,0.6795737743377686,0.011555312647178014,0.01135497621153427
15,0.6907931566238403,0.6796969771385193,0.011555119312919934,0.011356993311733241
16,0.6907843947410583,0.6796101927757263,0.011554713528702427,0.0113555631707685
17,0.6907663345336914,0.6798036694526672,0.011554213132453764,0.011358954092953812
18,0.6907378435134888,0.6801072955131531,0.011561766474358455,0.0113640068221812
19,0.6907157301902771,0.6800359487533569,0.011559557945304588,0.011362755953436325
20,0.690679132938385,0.6800702214241028,0.011555337127809777,0.011362735032167465
21,0.690656304359436,0.6802574992179871,0.011552035904736226,0.011366970833046292
22,0.6906316876411438,0.6800771951675415,0.011550649515134634,0.011363753709659818
23,0.6905463933944702,0.6796502470970154,0.011549244841976159,0.01135661437597998
24,0.6905273199081421,0.6798632144927979,0.011548240224010175,0.011360352563707014
25,0.690454363822937,0.6797247529029846,0.01154678781430401,0.011357972374130625
26,0.6903662085533142,0.6794438362121582,0.011545599486333604,0.011352924062580207
27,0.6901859045028687,0.6793290972709656,0.011543773747587601,0.011350828010513379
28,0.6900075674057007,0.6795442700386047,0.01153910816620389,0.011353658654171789
29,0.6900661587715149,0.6796990036964417,0.011538061490338977,0.011356415688602543
30,0.6897128820419312,0.6798044443130493,0.011533369877727944,0.011356617365365243
31,0.6897701025009155,0.6794641017913818,0.011533206022322351,0.01135289256417683
32,0.6893702149391174,0.6800228953361511,0.011531910337383983,0.011362545198111924
33,0.6892439723014832,0.6798934936523438,0.011529204536434284,0.01136055360030232
34,0.6891610622406006,0.6795820593833923,0.011530897787108507,0.01135427663272751
35,0.6891176700592041,0.6798465847969055,0.011524321298764226,0.011359612244540537
36,0.68939608335495,0.6802254915237427,0.011524585216204785,0.011364927797757971
37,0.6889455318450928,0.6800083518028259,0.011526858816337778,0.01136176452534087
38,0.6888390183448792,0.6800758838653564,0.011531041814532501,0.011362586684210614
39,0.6886152029037476,0.6796895265579224,0.011524038922545518,0.011356519907912218
40,0.6883626580238342,0.6802249550819397,0.011524617939607141,0.011364745825359537
41,0.6882216930389404,0.6799723505973816,0.011517671354007582,0.011361071806369085
42,0.6880781054496765,0.6800121068954468,0.011518415380980179,0.011361200153905257
43,0.6881628036499023,0.679774284362793,0.011515720629268348,0.011357210286955022
44,0.6877143383026123,0.6801128387451172,0.011516298589783786,0.011363064984517453
45,0.6875894069671631,0.680189847946167,0.011514359257504948,0.011364317070154402
46,0.6875001192092896,0.680799126625061,0.011513092724967994,0.01137454301716093
47,0.6874129176139832,0.6806982159614563,0.01149597964027985,0.011372490268948059
48,0.6870049238204956,0.680990993976593,0.011489574556388365,0.011377682144344403
49,0.6873220205307007,0.6815071702003479,0.011500519984257867,0.01138640468069773
50,0.6869187951087952,0.681796133518219,0.011497756995942032,0.011390549522323087
