epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.755636990070343,0.755636990070343,0.7787333130836487,0.7787333130836487
1,0.0010000000474974513,0.7491506338119507,0.7491506338119507,0.7768701314926147,0.7768701314926147
2,0.0010000000474974513,0.7448673844337463,0.7448673844337463,0.7726103663444519,0.7726103663444519
3,0.0010000000474974513,0.7387521862983704,0.7387521862983704,0.7672082781791687,0.7672082781791687
4,0.0010000000474974513,0.731119692325592,0.731119692325592,0.7593308687210083,0.7593308687210083
5,0.0010000000474974513,0.7229018807411194,0.7229018807411194,0.7518402934074402,0.7518402934074402
6,0.0010000000474974513,0.7137621641159058,0.7137621641159058,0.7454356551170349,0.7454356551170349
7,0.0010000000474974513,0.7057299613952637,0.7057299613952637,0.7396256327629089,0.7396256327629089
8,0.0010000000474974513,0.696819007396698,0.696819007396698,0.7349370121955872,0.7349370121955872
9,0.0010000000474974513,0.6902179718017578,0.6902179718017578,0.7303418517112732,0.7303418517112732
10,0.0010000000474974513,0.6824300289154053,0.6824300289154053,0.726407527923584,0.726407527923584
11,0.0010000000474974513,0.6763404011726379,0.6763404011726379,0.7227658033370972,0.7227658033370972
12,0.0010000000474974513,0.6710580587387085,0.6710580587387085,0.7197300791740417,0.7197300791740417
13,0.0010000000474974513,0.6640439629554749,0.6640439629554749,0.7167976498603821,0.7167976498603821
14,0.0010000000474974513,0.6593590378761292,0.6593590378761292,0.7137525081634521,0.7137525081634521
15,0.0010000000474974513,0.653996467590332,0.653996467590332,0.7106567621231079,0.7106567621231079
16,0.0010000000474974513,0.6499900221824646,0.6499900221824646,0.7097572684288025,0.7097572684288025
17,0.0010000000474974513,0.6462433338165283,0.6462433338165283,0.7072320580482483,0.7072320580482483
18,0.0010000000474974513,0.6435914635658264,0.6435914635658264,0.7071847319602966,0.7071847319602966
19,0.0010000000474974513,0.6400116086006165,0.6400116086006165,0.7049195766448975,0.7049195766448975
20,0.0010000000474974513,0.6369316577911377,0.6369316577911377,0.7028899788856506,0.7028899788856506
21,0.0010000000474974513,0.6338905692100525,0.6338905692100525,0.7010962963104248,0.7010962963104248
22,0.0010000000474974513,0.6309669017791748,0.6309669017791748,0.6999545097351074,0.6999545097351074
23,0.0010000000474974513,0.6281632781028748,0.6281632781028748,0.6995071172714233,0.6995071172714233
24,0.0010000000474974513,0.625889003276825,0.625889003276825,0.6982300281524658,0.6982300281524658
25,0.0010000000474974513,0.6251168251037598,0.6251168251037598,0.6966103315353394,0.6966103315353394
26,0.0010000000474974513,0.6222975850105286,0.6222975850105286,0.695910632610321,0.695910632610321
27,0.0010000000474974513,0.6198142766952515,0.6198142766952515,0.6958463788032532,0.6958463788032532
28,0.0010000000474974513,0.6184660792350769,0.6184660792350769,0.6973130106925964,0.6973130106925964
29,0.0010000000474974513,0.6176066994667053,0.6176066994667053,0.6972578167915344,0.6972578167915344
30,0.0010000000474974513,0.6150458455085754,0.6150458455085754,0.6969456076622009,0.6969456076622009
31,0.0010000000474974513,0.6138036847114563,0.6138036847114563,0.6954306364059448,0.6954306364059448
32,0.0010000000474974513,0.6119247078895569,0.6119247078895569,0.7002095580101013,0.7002095580101013
33,0.0010000000474974513,0.612629234790802,0.612629234790802,0.6956649422645569,0.6956649422645569
34,0.0010000000474974513,0.6092705130577087,0.6092705130577087,0.7011625170707703,0.7011625170707703
35,0.0010000000474974513,0.6090619564056396,0.6090619564056396,0.698332667350769,0.698332667350769
36,0.0010000000474974513,0.6077979803085327,0.6077979803085327,0.6960721015930176,0.6960721015930176
37,0.0005000000237487257,0.6079534292221069,0.6079534292221069,0.6895084977149963,0.6895084977149963
38,0.0005000000237487257,0.6053242087364197,0.6053242087364197,0.6894292235374451,0.6894292235374451
39,0.0005000000237487257,0.6030074954032898,0.6030074954032898,0.6875227093696594,0.6875227093696594
40,0.0005000000237487257,0.6006137728691101,0.6006137728691101,0.6880869269371033,0.6880869269371033
41,0.0005000000237487257,0.59970623254776,0.59970623254776,0.6873441934585571,0.6873441934585571
