epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.7439518570899963,0.7439518570899963,0.7225598692893982,0.7225598692893982
1,0.0010000000474974513,0.7341321706771851,0.7341321706771851,0.7134079933166504,0.7134079933166504
2,0.0010000000474974513,0.7106207609176636,0.7106207609176636,0.6887791752815247,0.6887791752815247
3,0.0010000000474974513,0.6816931366920471,0.6816931366920471,0.6640166640281677,0.6640166640281677
4,0.0010000000474974513,0.659868061542511,0.659868061542511,0.6465858221054077,0.6465858221054077
5,0.0010000000474974513,0.6455572247505188,0.6455572247505188,0.6358458995819092,0.6358458995819092
6,0.0010000000474974513,0.6348103880882263,0.6348103880882263,0.6290455460548401,0.6290455460548401
7,0.0010000000474974513,0.6269499063491821,0.6269499063491821,0.6238980293273926,0.6238980293273926
8,0.0010000000474974513,0.6207566857337952,0.6207566857337952,0.6186308860778809,0.6186308860778809
9,0.0010000000474974513,0.6158921122550964,0.6158921122550964,0.6153042316436768,0.6153042316436768
10,0.0010000000474974513,0.6118512749671936,0.6118512749671936,0.6143319606781006,0.6143319606781006
11,0.0010000000474974513,0.6080520153045654,0.6080520153045654,0.612031877040863,0.612031877040863
12,0.0010000000474974513,0.6041585803031921,0.6041585803031921,0.6091315150260925,0.6091315150260925
13,0.0010000000474974513,0.6012457609176636,0.6012457609176636,0.6072925925254822,0.6072925329208374
14,0.0010000000474974513,0.5982722640037537,0.5982722640037537,0.6014730930328369,0.6014730930328369
15,0.0010000000474974513,0.5946859121322632,0.5946859121322632,0.6026213765144348,0.6026213765144348
16,0.0010000000474974513,0.592186450958252,0.592186450958252,0.599795937538147,0.599795937538147
17,0.0010000000474974513,0.5894640684127808,0.5894640684127808,0.5982782244682312,0.5982782244682312
18,0.0010000000474974513,0.5870035886764526,0.5870035886764526,0.5953179597854614,0.5953179597854614
19,0.0010000000474974513,0.5843538641929626,0.5843538641929626,0.5944022536277771,0.5944022536277771
20,0.0010000000474974513,0.5824518799781799,0.5824518799781799,0.5938899517059326,0.5938899517059326
21,0.0010000000474974513,0.5804553031921387,0.5804553031921387,0.590815544128418,0.590815544128418
22,0.0010000000474974513,0.578630268573761,0.578630268573761,0.5895601511001587,0.5895601511001587
23,0.0010000000474974513,0.5767200589179993,0.5767200589179993,0.5902721285820007,0.5902721285820007
24,0.0010000000474974513,0.5751993656158447,0.5751993656158447,0.5890259146690369,0.5890259146690369
25,0.0010000000474974513,0.5734005570411682,0.5734005570411682,0.5871542692184448,0.5871542692184448
26,0.0010000000474974513,0.5722096562385559,0.5722096562385559,0.5875236988067627,0.5875236988067627
27,0.0010000000474974513,0.5704071521759033,0.5704071521759033,0.5847212076187134,0.5847212076187134
28,0.0010000000474974513,0.5686859488487244,0.5686859488487244,0.5823975801467896,0.5823975801467896
29,0.0010000000474974513,0.5678560137748718,0.5678560137748718,0.5816512107849121,0.5816512107849121
30,0.0010000000474974513,0.5667070150375366,0.5667070150375366,0.5817888379096985,0.5817888379096985
31,0.0010000000474974513,0.5657616257667542,0.5657616257667542,0.5816240310668945,0.5816240310668945
32,0.0010000000474974513,0.565192699432373,0.565192699432373,0.5821766257286072,0.5821766257286072
33,0.0010000000474974513,0.5631248950958252,0.5631248950958252,0.5810396075248718,0.5810396075248718
34,0.0010000000474974513,0.5624315738677979,0.5624315738677979,0.5793106555938721,0.5793106555938721
35,0.0010000000474974513,0.5619228482246399,0.5619228482246399,0.5801445841789246,0.5801445841789246
36,0.0010000000474974513,0.5609241127967834,0.5609241127967834,0.5790736079216003,0.5790736079216003
37,0.0010000000474974513,0.5599642395973206,0.5599642395973206,0.5799952745437622,0.5799952745437622
38,0.0010000000474974513,0.5589828491210938,0.5589828491210938,0.5792133212089539,0.5792133212089539
39,0.0010000000474974513,0.5585294961929321,0.5585294961929321,0.5780101418495178,0.5780101418495178
