date,AEP,BA,CAT,CNP,CVX,DIS,DTE,ED,GD,GE,HON,HPQ,IBM,IP,JNJ,KO,KR,MMM,MO,MRK,MSI,PG,XOM,strategy_key
2025-10-01,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,TopK_pred_predtop_test
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,TopK_pred_predensemble
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,TopK_pred_predensemble
2025-07-01,0.19999999999999998,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TopK_pred_predensemble
2025-10-01,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,TopK_pred_predensemble
2025-01-02,0.14999999999999997,7.865961264620631e-18,0.0,0.0,0.0,0.1499999999999999,2.964152265168176e-17,2.1563855454255012e-17,0.03431624495891605,0.0572624085677605,0.0,0.11061806616513843,0.15000000000000002,0.07792430543060919,0.0,5.0382819733439225e-17,0.013466657612290978,0.011067020347140822,0.09534529691814408,0.0,0.15000000000000002,2.732006739839057e-17,4.0439799367998603e-17,Momentum_tilt_pred_predtop_val
2025-04-01,0.08197143302216477,5.17031339546138e-17,0.0,0.08447406010968614,0.0,8.3578372466844e-18,0.14999999999999997,3.281522260774596e-17,2.913759285466035e-17,0.14999999999999994,0.026817226957052378,1.8046435203615932e-17,0.15,0.03340598976465024,0.0,0.14999999999999997,0.0072006692074533165,0.01613062093899317,0.15,0.0,1.5467105449129124e-17,0.0,7.107309873419217e-17,Momentum_tilt_pred_predtop_val
2025-07-01,0.14999999999999994,0.08287193655088751,5.622094370351427e-17,0.14999999999999983,1.3853465303958528e-16,2.101649193994419e-16,0.033585637595462625,8.36662699895929e-17,2.933424534626008e-16,0.02499118630689574,0.0,6.396797070283744e-17,0.14999999999999974,0.10855123954675451,1.0036104584263014e-17,3.46204211264445e-17,0.14999999999999933,0.0,0.14999999999999963,3.3513474193222016e-17,1.53707980436903e-16,1.7291040042339832e-16,2.9557586949281056e-17,Momentum_tilt_pred_predtop_val
2025-10-01,0.0,0.11247984635502477,0.0017417491657848844,0.023458691784383274,5.065166729383954e-17,0.050502906882097486,3.347877818242026e-17,6.640775066219042e-17,5.596465262058422e-18,0.08238573751990427,6.702422445009484e-17,0.0,0.1499999999999999,4.003262699234919e-17,0.14999999999999997,0.0,0.10494948505286582,1.3440768767129273e-17,0.15000000000000002,1.0111492567593537e-16,0.14999999999999997,1.1482171870752287e-16,0.024481583239939188,Momentum_tilt_pred_predtop_val
2025-01-02,1.2706371268499142e-16,1.3066636509529376e-16,9.914688178880302e-17,0.0,1.654236592780328e-18,0.14999999999999997,2.770854653384898e-17,0.0,8.750370847482369e-17,0.054581699435598714,0.0,0.0,0.0,0.0807398858528762,0.14999999999999997,0.0,0.14999999999999997,0.0,0.14999999999999997,0.0,0.14999999999999997,0.08497903266309678,0.029699382048428053,Momentum_tilt_pred_predtop_test
