experiment_name,input_window,output_window,conv_filters,n_conv_layers,kernel_size,dropout_rate,dense_units,learning_rate,epochs,batch_size,n_params,best_epoch,best_val_mae_real,final_val_mae_real,train_mae_real,val_mae_real,test_mae_real
cnn_3layers_k2_do02_dense24,90,1,"[16, 32, 64]",3,2,0.2,24,0.0001,200,64,8103,193,0.01146225953332945,0.011462277942939516,0.01155873762734351,0.011462259533329456,0.012311208424305975
