epoch,loss_train_norm,loss_val_norm,mae_train_real,mae_val_real
1,0.6960196495056152,0.680797815322876,0.011573889078865439,0.011373631567988065
2,0.6918350458145142,0.6801706552505493,0.011566140993471667,0.011363628729378301
3,0.6913849711418152,0.67978835105896,0.011560804479121273,0.011358096196159764
4,0.6910598278045654,0.6795638203620911,0.01155785110561468,0.011354571308470233
5,0.6909147500991821,0.6794524192810059,0.011556286106591394,0.011352828378145687
6,0.690837562084198,0.6793965697288513,0.011555601811044694,0.011351982655208861
7,0.6907920837402344,0.6793655157089233,0.01155515995182672,0.01135152480119305
8,0.6907688975334167,0.6793365478515625,0.011554921187819991,0.011351076282485809
9,0.6907548904418945,0.6793234348297119,0.011554742588786457,0.011350883656130791
10,0.690741240978241,0.6793131828308105,0.011554659889625767,0.011350725595460662
11,0.6907464265823364,0.6793104410171509,0.011554519515090558,0.011350693869850164
12,0.690737783908844,0.6793088912963867,0.011554423793095247,0.011350690959837146
13,0.6907386779785156,0.6793068051338196,0.011554362838031157,0.011350647480455993
14,0.6907268762588501,0.6793118119239807,0.011554076108000707,0.01135074178995315
15,0.6907278895378113,0.6792989373207092,0.011554008883010461,0.011350504087945868
16,0.6906940937042236,0.6792932748794556,0.011553593534502875,0.011350336271771
17,0.6906722784042358,0.6793009638786316,0.011552868309220986,0.011350434652754227
18,0.6906836032867432,0.6792901754379272,0.011553302263481205,0.01135022226584931
19,0.6906444430351257,0.6793190836906433,0.011551823848886507,0.01135062307580217
20,0.6905921697616577,0.6793123483657837,0.011550861144208412,0.011350480962307502
21,0.6905360221862793,0.6792929768562317,0.01155015788905658,0.011350139065804303
22,0.6904818415641785,0.6793262362480164,0.011548480447903594,0.011350520607931744
23,0.690459668636322,0.6793280243873596,0.011547998175287828,0.011350616328296129
24,0.6903620958328247,0.6793290972709656,0.011546475080734132,0.011350627809663515
25,0.6902785301208496,0.679341197013855,0.011545161614700688,0.011350784011330162
26,0.6902210712432861,0.6793371438980103,0.011543402438721017,0.01135066969382082
27,0.6901291608810425,0.6793524622917175,0.011541691948739705,0.011350836981125552
28,0.6900473237037659,0.6793405413627625,0.011540508178488687,0.011350609527937478
29,0.6899142861366272,0.679345428943634,0.01153833489165776,0.01135060657290193
30,0.6897553205490112,0.6793960332870483,0.011536336389241335,0.011351361094927783
31,0.6897454857826233,0.6794100403785706,0.011534006833392367,0.011351371588596178
32,0.6895195841789246,0.6794143319129944,0.011532005825268577,0.011351428213697704
33,0.6895906925201416,0.6794565320014954,0.01153015151075881,0.011352148776812794
34,0.6894104480743408,0.6794579029083252,0.011527866470263182,0.011352019988312579
35,0.6893898248672485,0.6794869303703308,0.011525765846432823,0.011352347484266818
36,0.6891213655471802,0.6794489622116089,0.011524309465036018,0.011351819431010466
37,0.689143717288971,0.6795258522033691,0.011521355223792318,0.011352983291741378
38,0.6889529824256897,0.6795591711997986,0.011519416757096978,0.011353552054452903
39,0.6887951493263245,0.6795957088470459,0.01151720884042492,0.011354196829587155
40,0.6886447668075562,0.6795991063117981,0.01151456412170608,0.01135426638261033
41,0.6884837746620178,0.6795587539672852,0.011512621334013125,0.01135355458811368
42,0.688361644744873,0.6795614361763,0.011509814619321556,0.011353629704045564
43,0.6881340742111206,0.6796119809150696,0.01150716384353059,0.011354319448541352
44,0.688126802444458,0.6797113418579102,0.011504670326224832,0.011356044964775417
45,0.6880454421043396,0.6797657608985901,0.011502133086091503,0.011356808249062118
46,0.6878527402877808,0.6798938512802124,0.011498780161706584,0.011359002442523851
47,0.6875131726264954,0.6798446178436279,0.011496429046485145,0.011358136903049112
48,0.6875326633453369,0.6799092292785645,0.01149396163865067,0.011359028783486056
49,0.6873054504394531,0.6799409985542297,0.011492043401441134,0.011359519744049546
50,0.6874629855155945,0.6799955368041992,0.01148825766058416,0.011360556062855213
51,0.6870772838592529,0.6800045371055603,0.011486671176445095,0.011360797087119796
52,0.6868607401847839,0.6802687644958496,0.011483073660702054,0.011365074021613722
53,0.6869531273841858,0.6801072359085083,0.011481087704436314,0.011362560183518066
54,0.6869303584098816,0.6802713871002197,0.011478175937018435,0.01136528820495703
55,0.6864904165267944,0.680209755897522,0.011476380663812395,0.011364175647769497
56,0.686458170413971,0.6804894208908081,0.011473128442276168,0.011368672542767772
57,0.6861798763275146,0.6803810596466064,0.011470936787198934,0.011367128770871425
58,0.6861682534217834,0.6804513931274414,0.011468753473592183,0.011368364397402304
59,0.6860137581825256,0.6806111335754395,0.011465719550134229,0.011370984059047216
60,0.6857332587242126,0.6806899309158325,0.01146334157182492,0.011372159988345825
61,0.685738742351532,0.6806376576423645,0.011463222946855176,0.011371531222981
62,0.6854631900787354,0.6812114715576172,0.011457871370053947,0.011381105485549377
63,0.6854172945022583,0.6811037659645081,0.011455863588653517,0.0113791183683736
64,0.6852883100509644,0.6808901429176331,0.011454029484424982,0.01137580289003584
65,0.685237467288971,0.6812213063240051,0.011450472870224855,0.01138102126579043
66,0.6850422024726868,0.6811452507972717,0.011448707466026857,0.011379706109853805
67,0.6848182678222656,0.6812712550163269,0.011445822909123668,0.011381898459306532
68,0.6847047805786133,0.6813828945159912,0.01144331379887859,0.011383638126152597
69,0.6847793459892273,0.6814943552017212,0.011440524502380062,0.011385452504344947
70,0.6844661235809326,0.6811753511428833,0.011438971809141657,0.011380124128888867
71,0.6843475103378296,0.6813350319862366,0.011436101053549792,0.0113830160117624
72,0.6842179298400879,0.6814081072807312,0.01143518664791031,0.01138430217995316
73,0.6840614080429077,0.6813581585884094,0.011432781207803855,0.011383465005499693
74,0.6837312579154968,0.6814171075820923,0.011428941561161718,0.011384189785441456
