strategy,none,top_val,top_test,ensemble
EW,1.1993842576600773,,,
MinVar,1.0745269560112172,,,
MaxSharpe_hist,1.382679144631774,,,
TopK_pred,,0.49355683438750503,1.1290654061911325,0.836801665664853
Momentum_tilt_pred,,0.9937595458361217,1.0713864894106022,0.7915311566097265
BlackLitterman_pred,,0.9016870723439186,1.293854178593662,1.0693789845733759
