epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate
1,1.0988444089889526,0.32165083289146423,1.1009725332260132,0.34573718905448914,0.0010000000474974513
2,1.0969703197479248,0.341336190700531,1.1019699573516846,0.39601919054985046,0.0010000000474974513
3,1.0954954624176025,0.3706203103065491,1.0865089893341064,0.4984631836414337,0.0010000000474974513
4,1.0930883884429932,0.36991679668426514,1.0905576944351196,0.4643847942352295,0.0010000000474974513
5,1.0904052257537842,0.35673147439956665,1.0803223848342896,0.49798575043678284,0.0010000000474974513
6,1.0875364542007446,0.35439547896385193,1.0767457485198975,0.49527013301849365,0.0010000000474974513
7,1.084610104560852,0.36019864678382874,1.0699251890182495,0.5244247913360596,0.0010000000474974513
8,1.0801429748535156,0.3549994230270386,1.073922872543335,0.46486225724220276,0.0010000000474974513
9,1.074991226196289,0.34570926427841187,1.0868486166000366,0.41398346424102783,0.0010000000474974513
10,1.0686686038970947,0.34737491607666016,1.0880017280578613,0.39751124382019043,0.0010000000474974513
11,1.0634756088256836,0.345948189496994,1.093872308731079,0.3690131604671478,0.0010000000474974513
12,1.0570188760757446,0.3476966917514801,1.0989121198654175,0.35555487871170044,0.0010000000474974513
13,1.0509494543075562,0.34022796154022217,1.0898888111114502,0.36683472990989685,0.0010000000474974513
14,1.0445356369018555,0.342168927192688,1.0873734951019287,0.36274656653404236,0.0010000000474974513
15,1.0374350547790527,0.3425871729850769,1.0981937646865845,0.3275938928127289,0.0010000000474974513
16,1.0318996906280518,0.3491698205471039,1.0938327312469482,0.3339202105998993,0.0010000000474974513
17,1.0246505737304688,0.35104453563690186,1.1003425121307373,0.3232371509075165,0.0010000000474974513
18,1.0244202613830566,0.35356295108795166,1.125919222831726,0.27701354026794434,0.0005000000237487257
19,1.0171598196029663,0.353615939617157,1.1173549890518188,0.2873384952545166,0.0005000000237487257
20,1.012803077697754,0.3598038852214813,1.1115044355392456,0.2983498275279999,0.0005000000237487257
21,1.008968472480774,0.36357301473617554,1.1113439798355103,0.2979618310928345,0.0005000000237487257
22,1.003835678100586,0.36623406410217285,1.1119462251663208,0.3046760857105255,0.0005000000237487257
23,1.001397728919983,0.36552080512046814,1.1133705377578735,0.30580997467041016,0.0005000000237487257
24,0.997355043888092,0.3680422902107239,1.1145321130752563,0.30437764525413513,0.0005000000237487257
25,0.9937998056411743,0.36965152621269226,1.111421823501587,0.3107934594154358,0.0005000000237487257
26,0.991309404373169,0.373672753572464,1.1073381900787354,0.31706005334854126,0.0005000000237487257
27,0.987673819065094,0.3752024471759796,1.1160759925842285,0.30479538440704346,0.0005000000237487257
28,0.98675537109375,0.3755043148994446,1.1031138896942139,0.32028284668922424,0.0002500000118743628
29,0.9856460094451904,0.37661248445510864,1.1006214618682861,0.3237742781639099,0.0002500000118743628
30,0.9833499193191528,0.37772396206855774,1.1020007133483887,0.3246993124485016,0.0002500000118743628
31,0.9804732799530029,0.3783113360404968,1.1071738004684448,0.31535911560058594,0.0002500000118743628
32,0.9800018072128296,0.37667569518089294,1.105688452720642,0.31935781240463257,0.0002500000118743628
33,0.9775617718696594,0.3779628872871399,1.1090556383132935,0.3180149793624878,0.0002500000118743628
34,0.9766751527786255,0.37953898310661316,1.1092445850372314,0.31682130694389343,0.0002500000118743628
35,0.9751471877098083,0.3794625699520111,1.1083637475967407,0.31870129704475403,0.0002500000118743628
36,0.9740163683891296,0.38089603185653687,1.1086148023605347,0.317268967628479,0.0002500000118743628
37,0.9721161127090454,0.38339096307754517,1.1133238077163696,0.31362834572792053,0.0002500000118743628
